,name,transformer_roc,autogluon_roc,transformer_cross_entropy,autogluon_cross_entropy,transformer_time,autogluon_time,number_of_input_columns,number_of_rows,missingness,number_of_classes
21,ropali/used-bike-price-in-india,0.5748058591712311,0.5599291155885934,0.9309321641921997,0.9463772177696228,2.318270444869995,326.31663632392883,2,7857,True,4
22,neerajrikhari/analysis-of-super-store,0.7278124371155315,0.7554213180866184,0.9041051864624023,0.8948443531990051,2.27285099029541,310.406311750412,3,9994,False,3
23,alexanderbader/forbes-billionaires-2021-30,0.4799904816679616,0.5244666352004885,0.8822668790817261,0.8806484937667847,2.2627782821655273,309.04539704322815,3,2755,True,2
24,soheiltehranipour/it-customer-churn,0.8149736875882427,0.812226928507252,0.45033636689186096,0.4499216377735138,2.8011603355407715,312.63860845565796,3,7043,False,2
25,kingburrito666/the-demographic-rforeveralone-dataset,0.5471291866028709,0.49916267942583736,0.4971472918987274,0.4864678382873535,0.3102400302886963,316.9120433330536,2,469,True,2
26,mrpantherson/dndspells,0.5317291384670391,0.5451939032328003,2.0529842376708984,2.042245388031006,0.3681788444519043,331.711633682251,4,554,True,8
27,puja19/telcom-customer-churn,0.8149736875882427,0.8128224874855602,0.45033636689186096,0.449747771024704,2.861623525619507,316.50950837135315,3,7043,False,2
28,abhishekbagwan/urban-areascsv,0.9956389786309954,0.9959237800265222,0.06569524109363556,0.07199344784021378,2.4869117736816406,301.6907231807709,2,3601,False,2
29,mysarahmadbhat/sales-data,0.490892736646213,0.5132040648077698,1.3870562314987183,1.3862507343292236,2.4602534770965576,327.4672372341156,3,5000,True,4
30,obeykhadija/drug-consumptions-uci,0.6752321527305132,0.6724959338542889,1.8416008949279785,1.8569616079330444,2.750143527984619,341.2198529243469,7,1884,False,7
31,vittoriogiatti/unsdg-united-nations-sustainable-development-group,0.8486836244129989,0.8390616384226448,1.308797001838684,1.212205410003662,2.2707936763763428,324.70595812797546,9,5176,True,5
32,akash1vishwakarma/machine-readable-business-employment-dataset,0.8640239600752508,0.13782922240802675,0.8263729810714722,1.0988603830337524,2.827322483062744,326.8516848087311,3,21415,True,3
33,ishaanthareja007/samplesuperstore,0.7925260990174373,0.8013074378205958,0.8697017431259155,0.8703677654266357,2.1932272911071777,308.4877631664276,3,9993,False,3
34,bergurtamimi/premier-league-odds-history,0.6639036777999809,0.660203456561043,1.0111379623413086,1.0223960876464844,2.5279312133789062,305.704528093338,9,7510,False,3
35,sayansh001/crystal-structure-classification,0.6327882335846369,0.6571282384609625,1.3003878593444824,1.293275237083435,2.332465887069702,317.87736988067627,10,5329,False,5
36,ashrafkhan94/mammography-breast-cancer,0.9538382561996525,0.9504422682040752,0.05349423736333847,0.051300033926963806,2.2294936180114746,300.8918550014496,6,11182,False,2
37,rhugvedbhojane/fifa-world-cup-2022-players-statistics,0.669607319681888,0.7656196013002473,1.3068264722824097,1.2523176670074463,1.1008553504943848,314.59469294548035,2,814,True,4
38,augustus0498/life-expectancy-who,0.9452973014619488,0.9476536266219799,0.2850777208805084,0.2656891942024231,2.3289601802825928,310.546101808548,9,2938,True,2
39,codeinstitute/telecom-churn-dataset,0.8149736875882427,0.8128738287767938,0.45033636689186096,0.4497246742248535,2.644606828689575,320.2959854602814,3,7043,False,2
40,jazidesigns/telecom-dataset,0.8149736875882427,0.812226928507252,0.45033636689186096,0.4499216377735138,4.919281721115112,301.2776401042938,3,7043,False,2
41,nushkaa/telecom-customer-churn,0.8072776178495062,0.8282899260300262,0.3075012266635895,0.28716591000556946,3.042442798614502,315.0315463542938,16,3333,False,2
42,hossamahmedaly/patient-priority-classification,0.9260280840856213,0.9968501188339556,1.0262550115585327,0.917809009552002,2.860722780227661,324.24182629585266,13,6962,True,4
43,ayush12nagar/cars-dekho,0.3894111882384746,0.6076422019199678,0.8183590173721313,0.7454047203063965,2.5563902854919434,309.9208040237427,4,8148,True,3
44,kukuroo3/ecommerce-shipping-data-competition-form,0.5475906149921393,0.5539593915119237,1.0134724378585815,1.0195828676223755,2.3825933933258057,321.34054684638977,5,6598,False,3
45,palashfendarkar/wa-fnusec-telcocustomerchurn,0.8149736875882427,0.8126068540623796,0.45033636689186096,0.44961878657341003,3.451676845550537,306.5415744781494,3,7043,False,2
46,brijlaldhankour/car-buyers,0.9654905183834153,0.7754955659885238,0.6803493499755859,0.5676639080047607,2.9832093715667725,314.27001333236694,3,6092,False,3
47,toxifarian/tesco-retail-store-clubcard-orders,0.8149736875882427,0.8127506096778334,0.45033636689186096,0.44953328371047974,2.8299686908721924,320.0640058517456,3,7043,False,2
48,shreyashshandilya16/alcohol-available-for-consumption-2022,0.9846523362535057,0.999200122048733,0.6267497539520264,0.590119481086731,3.052201509475708,310.57048535346985,3,13565,True,3
49,vishalkasa/churn-prediction,0.8149736875882427,0.8128224874855602,0.45033636689186096,0.449747771024704,2.543795585632324,315.09743881225586,3,7043,False,2
50,uddhavparab/telecom-company-dataset-logistic-regression,0.8149736875882427,0.8128019509690668,0.45033636689186096,0.4497496783733368,3.3259336948394775,313.45457649230957,3,7042,True,2
51,crawlfeeds/tesco-uk-groceries-dataset,0.6310416666666666,0.631875,0.33017146587371826,0.3093356788158417,0.3443715572357178,301.8652319908142,3,333,True,2
52,akashdeepkuila/automobile-customer,0.5424572080927218,0.5057910613068816,1.7165095806121826,1.7508022785186768,3.252265214920044,343.90515971183777,3,8068,True,7
53,qusaybtoush1990/business,0.8331135531135532,0.8252518315018316,0.6822318434715271,0.7019364833831787,2.924962282180786,312.8384385108948,3,19093,True,3
54,d4rklucif3r/defaulter,0.9562421622775421,0.9537874543077457,0.08814921975135803,0.08792196214199066,2.9359655380249023,301.29038882255554,2,10000,False,2
55,mostafanofal/network-intrusion-detection-dataset-unr-idd,0.916653132212222,0.967031369976303,1.3339617252349854,1.2917910814285278,0.748955488204956,327.169287443161,18,561,False,6
56,engrarri21/human-vital-signs,0.9799374410096802,0.8510050780427305,0.3197244703769684,1.078873872756958,2.5474660396575928,313.11749053001404,4,25493,True,2
57,ayush12nagar/alcohol-available-for-consumption-year-2022,0.9846523362535057,0.9985588727775315,0.6267497539520264,0.5826643109321594,3.1722183227539062,309.65118408203125,3,13565,True,3
58,amrboghdady74/superstoreus,0.9309427298297716,0.977324662243972,0.7589789628982544,0.6606669425964355,3.266932487487793,313.44745445251465,4,1952,True,3
59,ahmadalqawasmeh/weather,0.9985759772156354,1.0,0.05393951013684273,0.07363134622573853,2.887782335281372,311.3293032646179,4,5999,False,2
60,junglisher/employees-attrition-analysis,0.8005960784313726,0.8446745098039216,0.34357792139053345,0.32747983932495117,2.402881145477295,310.28571128845215,15,4410,True,2
61,mrisdal/union-membership-coverage,0.9415653333333335,0.9437866666666667,0.9918807744979858,0.9836192727088928,2.5766561031341553,321.6818814277649,5,6732,False,4
62,sudhanshu2198/microcalcification-classification,0.953759279734639,0.9415574158900648,0.053519122302532196,0.05444256216287613,4.164451837539673,326.9999294281006,6,11183,False,2
63,harishedison/kpmg-customer-demography-cleaned-dataset,0.5010663835078119,0.4853209494281397,1.0673328638076782,1.0845826864242554,2.9272851943969727,313.8057208061218,4,3908,True,3
64,dpr1988/telecom-churn-dataset,0.8149736875882427,0.812226928507252,0.45033636689186096,0.4499216377735138,2.6989476680755615,310.3251328468323,3,7043,False,2
65,ryanthomasallen/simulated-data-for-ml-paper,0.5385374902758662,0.517742804140985,0.09092176705598831,0.09665602445602417,3.265899181365967,316.28699707984924,8,34452,False,2
66,akash1vishwakarma/employment-indicators,0.8059923053166296,0.6168692580854743,1.1846975088119507,1.205410122871399,3.9567532539367676,311.1044375896454,2,22388,True,4
67,priscadaddy/tellebbb,0.8617409012166384,0.8664378218130754,0.47003063559532166,0.5097364187240601,3.2022464275360107,316.6981427669525,11,4708,True,2
68,sonalisingh1411/udemy-courses-dataset,0.5501202697867628,0.550438879088612,1.2314411401748657,1.2384812831878662,3.5373637676239014,319.29560947418213,3,3682,False,4
69,chuyuchen/midwest-cities-weather-data-2021,0.9387200170496354,0.941052460670204,1.5876033306121826,1.6112838983535767,2.564530849456787,352.2990081310272,7,1825,True,8
70,dev523/ml-marathon-dataset-by-azure-developer-community,0.8341429006556693,0.8439258404270669,0.5164840817451477,0.49174946546554565,3.5234150886535645,315.3494300842285,7,8371,False,2
71,himanshu007121/supersamplestore,0.7278124371155315,0.7578436833180948,0.9041051864624023,0.8949094414710999,2.888657569885254,313.50222849845886,3,9994,False,3
72,muhammadshahrayar/transactional-retail-dataset-of-electronics-store,0.5379958302149044,0.6454390748066574,0.748980700969696,0.7464883327484131,0.5590205192565918,311.49836468696594,7,500,True,2
73,saumya5679/super-store-data-analytics,0.7278124371155315,0.7539802484013672,0.9041051864624023,0.8976289629936218,2.976853847503662,311.47852849960327,3,9994,False,3
74,swaroopvenigalla/digital-media,0.8181523884721673,0.8179523621529149,0.4404582381248474,0.4385446310043335,3.9143154621124268,313.06953597068787,3,4999,False,2
75,kenw40544/rentals-in-a-metropolis-with-a-developed-metro,0.9733258951631232,0.9686770387817931,0.043603502213954926,0.04109733924269676,2.9826464653015137,314.6795356273651,4,11128,True,2
76,ujjawalsinghnirwan/hr-works,0.6975323423009467,0.707453452326251,0.4496399164199829,0.44490963220596313,3.9475882053375244,316.947546005249,7,8995,True,2
77,anish9167473766/churndata,0.8085091914681415,0.8218298312819701,0.2955288589000702,0.27978581190109253,2.8303074836730957,321.1079132556915,7,3333,False,2
78,perlamurdock7/zipcode,1.0,1.0,0.528715968132019,0.43189963698387146,3.9509694576263428,319.8047122955322,3,52598,False,2
79,sachinmeena04/employment-indicators,0.8059923053166296,0.6251991282396688,1.1846975088119507,1.197975516319275,3.740058183670044,315.08872413635254,2,22388,True,4
80,snassimr/data-for-investing-type-prediction,0.8375701974534785,0.8541774239385825,0.5033043026924133,0.47767624258995056,3.09214448928833,314.196604013443,10,4734,False,2
81,joshuastay/ecuador-used-cars-dataset,0.9863329017407566,0.9968349877715437,0.021252624690532684,0.01791044883430004,2.665631055831909,311.28061985969543,3,9021,True,2
82,anushkajn/disabled-population-in-india,0.7215848791229011,0.73212814907973,2.162047863006592,2.117659568786621,3.7754130363464355,341.00243282318115,9,4860,False,9
83,saqib9828/software-defects,0.7130242825607064,0.7309996846420687,0.37646663188934326,0.3415466547012329,0.7739138603210449,303.6409614086151,37,344,False,2
84,caojingw/customer-churn,0.7783620826438788,0.7741762434737932,0.3710891604423523,0.35071203112602234,2.63623046875,306.5347857475281,5,3333,False,2
85,abhijeet0706/cricket-test-match-inningswise-between-19002021,0.7985151695755645,0.7955431166245832,0.9447319507598877,0.959060788154602,3.692744493484497,311.22897958755493,3,8291,True,3
86,omkargangan/mumbai-house-rent,0.909301932482884,0.8910855986367169,1.0478310585021973,1.0372405052185059,2.572265386581421,320.4751708507538,2,15386,True,4
87,ahmedashfaq6777/udemy-courses-dataset,0.6652486083265641,0.6539667865619324,1.272638201713562,1.2856616973876953,4.5367231369018555,325.4284076690674,3,3682,False,4
88,rushikeshdane20/nashik-apartment-price-prediction,0.6789836286799958,0.5716112077843674,0.44461414217948914,0.5740704536437988,3.154806613922119,314.21688771247864,6,5496,True,2
89,karanchetri/ecommerce-data-for-regression,0.7573816318924887,0.8476444067093709,0.8509522080421448,0.8426108360290527,4.341089963912964,317.874151468277,10,5244,True,2
90,vermakeshav/churn-datacsv,0.8087511230907457,0.8018149146451033,0.45638856291770935,0.45799440145492554,2.6969563961029053,301.48989605903625,2,7043,False,2
91,samran98/customer-churn-telco-final,0.8253093231759723,0.819026235894202,0.43900683522224426,0.44638025760650635,3.398780584335327,317.13367652893066,3,6950,False,2
92,niramay/telecomcustomerchurn,0.8726703569383469,0.8719068524527581,0.27032211422920227,0.26575708389282227,3.0432300567626953,304.20707964897156,6,4250,False,2
93,saeedtqp/divaar,0.7692187108715884,0.7657882801048178,1.3686470985412598,1.376558542251587,2.379121780395508,331.73924708366394,3,1935,True,6
94,hasi007/airbnb-newyork-dataset,0.7876235093636758,0.686609915408502,0.7398041486740112,0.7447852492332458,3.539621353149414,307.8476297855377,6,2499,False,3
95,thedevastator/nyc-s-steam-consumption-cost-data-from-2010-2022,1.0,1.0,0.03974565863609314,0.0012967395596206188,2.6456565856933594,311.856232881546,5,4949,True,2
96,anujroxx/hr-data,0.6975323423009467,0.7048259437350748,0.4496399164199829,0.44602876901626587,3.7370197772979736,313.2661554813385,7,8995,False,2
97,nickprock/customer-segmentation,0.7022386046917893,0.7099357117438071,1.2876874208450317,1.297925591468811,2.7730555534362793,315.27189540863037,3,10695,True,4
98,payalsurve/walamart-data,0.6659547385840904,0.7106828026080566,0.9029394388198853,0.8896394968032837,3.2486793994903564,310.4494478702545,3,3203,False,3
99,spaceai/spb-realty-prices,0.7975305208980975,0.7109804978554771,1.3963680267333984,1.3735679388046265,3.646641254425049,328.7742323875427,4,7672,True,5
100,hrishikeshjadhav/telco-customer-churn-dataset,0.8114542420741881,0.8119830573738929,0.4533125162124634,0.45133912563323975,3.6780083179473877,339.9470717906952,4,7032,False,2
101,cryometa/customer-churn,0.8149736875882427,0.8119137466307278,0.45033636689186096,0.44972938299179077,3.9543066024780273,300.25882291793823,3,7043,False,2
102,mariastellalisa/dataset-customer-churn,0.49706849706849704,0.506149006149006,0.37794315814971924,0.3824223279953003,0.8863537311553955,316.4566743373871,5,750,False,2
103,utkarshx27/mental-health-care,0.747652389223275,0.8480049279695812,1.32038414478302,1.293198823928833,3.9372477531433105,311.13721561431885,4,10404,True,4
104,vhcg77/telcom-churns-dataset,0.8149736875882427,0.8126530612244899,0.45033636689186096,0.4500511884689331,3.716414451599121,315.72349786758423,3,7043,False,2
105,amiribrahimtaj/customer-churn-dataset,0.8114542420741881,0.8123424464125274,0.4533125162124634,0.44997933506965637,3.006929874420166,313.7251708507538,4,7032,False,2
106,ortizmacleod/employment-rate-canada,0.9956040538209533,0.9537941382248264,0.6316984295845032,0.6717814207077026,5.072046518325806,310.32234716415405,10,4743,False,3
107,adityabuttan/netflix-userbase-revenue-dashboard,0.4910869996146607,0.5125142834911742,1.091823697090149,1.129835605621338,2.5910422801971436,314.90915179252625,2,2500,False,3
108,italomarcelo/top-cars-sales-20182020-fictitious,0.7779468492790749,0.7406693842247266,2.171665906906128,2.180985689163208,2.2494609355926514,353.10468196868896,4,1272,False,10
109,anujachintyabiswas/attrition-rate-of-a-company,0.8018823529411765,0.8574196078431373,0.34310728311538696,0.31366732716560364,7.817822217941284,314.9159667491913,13,4410,True,2
110,antonyroy/firsttry,0.8704606399049046,0.8508106604301895,1.2356051206588745,1.2756292819976807,3.741852283477783,331.3828275203705,9,10692,False,5
111,nazarmahadialseied/superstore-sales,0.7256016859048464,0.754383345290182,0.9050945043563843,0.899958610534668,2.861485481262207,315.12282729148865,3,9994,False,3
112,adepvenugopal/telcom-customer-churn,0.8149736875882427,0.8123809523809523,0.45033636689186096,0.4500482678413391,3.5836315155029297,312.38663268089294,3,7043,False,2
113,moe5998/telecom-customer-churn,0.8131433705557695,0.8125837504813246,0.4518100619316101,0.4497705101966858,3.8154773712158203,315.9171507358551,4,7043,True,2
114,ramjasmaurya/world-leaders-and-their-election-wins,0.6628015297219044,0.6478182044341294,1.0090100765228271,1.0096919536590576,3.034221887588501,311.675400018692,4,4368,True,2
115,plavak10/fpl-player-data-2021,0.6710602839972141,0.6706819749024663,1.276740550994873,1.3634487390518188,1.5065255165100098,319.7156250476837,15,713,False,4
116,deepakkaura/sample-super-store,0.7925260990174373,0.7987138630239,0.8697017431259155,0.8743215203285217,3.8086330890655518,315.6259970664978,3,9994,False,3
117,abhinayguptaanalyst/telco-customer-analysis,0.8149736875882427,0.8123809523809523,0.45033636689186096,0.4500482678413391,4.213933706283569,317.3259701728821,3,7043,False,2
118,ankit2104/car-prediction-using-regression,0.8281198057292046,0.9258229751972303,0.7095181345939636,0.6804337501525879,3.772397041320801,310.22336888313293,3,8128,True,3
119,cherihomaee/mental-health-care-in-the-last-4-weekscsv,0.8730080911527499,0.8733035384728943,1.150158166885376,1.1600687503814697,4.175063371658325,319.6913101673126,3,8276,True,4
120,rtatman/clap-emoji-in-tweets,0.5297289823008849,0.516823377581121,0.3506101071834564,0.32779085636138916,7.04067325592041,325.9717240333557,2,27035,False,2
121,gatunnopvp/ibovespaibov-historical-data-from-1992-to-2019,0.4963137797757907,0.4966914669892016,1.6095985174179077,1.6112653017044067,2.978008985519409,315.417608499527,4,6887,False,5
122,geoamins/telco-customer-churn-ibm,0.8726703569383469,0.869998091238786,0.27032211422920227,0.26505932211875916,4.260492324829102,319.14239263534546,6,5000,False,2
123,rkkaggle2/nz-alcohol-available-for-consumption-19352019,0.9448751900348192,0.9500106256027987,0.6229358911514282,0.5946895480155945,3.6243467330932617,316.1583933830261,3,10992,True,3
124,priyanshusrivastava8/churncsv,0.8154100885637272,0.8115954306250802,0.45002952218055725,0.4507538378238678,3.7816379070281982,316.7281880378723,3,7044,False,2
125,snikhil17/1000-highest-grossing-films-till-2021,0.5094401349071067,0.5029843592498219,1.5501245260238647,1.537629246711731,1.0275342464447021,310.34565353393555,2,918,True,4
126,studymart/customer-churn-prediction,0.8149736875882427,0.8119496855345911,0.45033636689186096,0.4497055113315582,3.84894061088562,302.80385875701904,3,7043,False,2
127,yiorgos1973/refreshment-sales,0.7288983696651298,0.7384615287425379,1.5043119192123413,1.5100044012069702,4.860706090927124,316.31063771247864,2,6300,False,5
128,ganeshkasturi10/regression-analysis-on-life-data,0.9509922889740676,0.9314322219440003,0.23826198279857635,0.2846921682357788,4.682122230529785,305.73361992836,20,2938,True,2
129,vikaspericherla/automobile-customer-multiclassification,0.49105938711098435,0.4832754365155185,1.3757683038711548,1.382257342338562,2.824989080429077,322.5372860431671,5,10733,True,4
130,faruky/turkish-super-league-matches-19592020,1.0,1.0,0.5538545846939087,0.5578572750091553,5.085346460342407,307.6722068786621,14,18079,False,3
131,arashhadadsoleymani/telecom-dataset,0.8149736875882427,0.8126787318701066,0.45033636689186096,0.4512578248977661,4.000399827957153,349.907240152359,3,7043,False,2
132,viteshkhanna/telecom-churn,0.8127634450006418,0.8119625208573996,0.4520261883735657,0.4502761960029602,5.139524221420288,301.6471002101898,4,7043,False,2
133,kukuroo3/flight-price-predict-competition-format,0.5544475813335609,0.5659694449485352,1.785668969154358,1.7808897495269775,2.8789238929748535,324.37222266197205,2,5698,False,6
134,ahmadjaenuddinubp/customer-segmentation-classification,0.6874695720081988,0.6726270910834852,1.2995339632034302,1.3084713220596313,3.8246045112609863,323.48201084136963,3,8068,True,4
135,marcellosusanto/josh-devlin-2018-nba-playoff-shoot,0.504628515505928,0.5017026038407855,0.6939510703086853,0.6942445039749146,2.7174291610717773,315.2625946998596,2,17499,False,2
136,nursyahrina/customer-churn-telco,0.5082940082940084,0.5383955383955383,0.3766973912715912,0.3567933738231659,0.8681952953338623,307.9005193710327,6,750,False,2
137,varshapandey/assignment-data,0.5951142899156918,0.5481912946866219,0.6977495551109314,0.7088235020637512,4.592037200927734,303.23070645332336,7,10362,True,2
138,ravinduabey/davis-data-set,0.95125,0.9520833333333334,0.295667827129364,0.2750649154186249,0.8670332431793213,308.00440287590027,2,200,True,2
139,mydang1306/telco-churn-csv,0.8149736875882427,0.8116570401745603,0.45033636689186096,0.45144277811050415,2.980567693710327,305.5913896560669,3,7043,False,2
140,omarmohamedmohamed/virtual-try-on,0.472918941126246,0.5079088278889667,1.1342334747314453,1.184292197227478,3.634425401687622,322.7719464302063,2,7166,False,3
141,sana306/car-details,0.8283973064792067,0.9337547533912254,0.7086207866668701,0.6802502870559692,5.0096471309661865,316.0287868976593,4,8128,True,3
142,abramrosev/sales-and-shipping-datasetyearwise,0.4912694874702034,0.4855009883653708,1.6081626415252686,1.6097978353500366,8.044554710388184,318.2029254436493,4,2142,False,5
143,hardik1809/customer-churn-dataset,0.8149736875882427,0.8111436272622257,0.45033636689186096,0.45195695757865906,3.053567886352539,300.6734037399292,3,7043,False,2
144,anshulgoel24/churn-dataset,0.8149736875882427,0.8115235528173534,0.45033636689186096,0.4646604061126709,4.7752721309661865,319.0913772583008,3,7043,False,2
145,trytosnuff/123213,0.8149736875882427,0.8123347452188423,0.45033636689186096,0.4500206410884857,3.421842098236084,339.6943073272705,3,7043,False,2
146,devilslab/walmartcsv,0.7204480178687657,0.7390243650164443,0.8984230160713196,0.9073086380958557,3.0589849948883057,319.2223117351532,3,3203,False,3
147,girgismicheal/customerchurndataset,0.8149736875882427,0.8120831728917982,0.45033636689186096,0.4507063031196594,3.4732348918914795,351.4849009513855,3,7043,False,2
148,furqanimam/telecom-churn,0.8149736875882427,0.8132486202027981,0.45033636689186096,0.4513089656829834,4.209294557571411,304.4921290874481,3,7043,False,2
149,thedevastator/mineral-ores-around-the-world,0.9917887309000248,0.926075632611228,1.194271206855774,1.1964901685714722,4.066084384918213,346.92143511772156,2,3125,True,6
150,irkaal/japanese-j1-league,1.0,1.0,0.5922273397445679,0.6179453730583191,3.848562717437744,305.7364628314972,3,3213,False,3
151,harshdixitugyik/bankniftytesting,0.9954937044400265,0.9984570690336098,0.6368619799613953,0.6020434498786926,4.075369119644165,316.3550429344177,7,5569,False,3
152,ravichandra498/samplesuperstore,0.7754872307570007,0.7845593137678565,0.8798450827598572,0.8849638104438782,2.9625084400177,358.745418548584,4,9994,False,3
153,santhoshrao1995/house-prediction,0.8704606399049046,0.8557521874965287,1.2356051206588745,1.2749205827713013,4.227201700210571,328.40013217926025,9,10692,False,5
154,milansingh163/churnpredictiondata,0.8149736875882427,0.8118007957900141,0.45033636689186096,0.45075473189353943,4.4580299854278564,305.1997826099396,3,7043,False,2
155,mariorosales10/usa-carsdatasets,0.6938426523041006,0.7189607454317447,1.0070339441299438,0.9833831191062927,3.1363980770111084,319.5444040298462,6,15157,False,3
156,ukveteran/structure-of-demand-for-medical-care,0.7265756396262812,0.7859834833288711,0.4377402663230896,0.3906303942203522,3.4460740089416504,304.7617702484131,9,5574,False,2
157,trytosnuff/dataset,0.8149736875882427,0.8079912719804903,0.45033636689186096,0.45706722140312195,3.7006821632385254,304.604948759079,3,7043,False,2
158,dmitryyemelyanov/riga-real-estate-dataset-cleaned,0.9999857682308962,1.0,0.004015741869807243,0.03661676123738289,3.981308937072754,334.18653988838196,5,4157,False,2
159,kangchul45/car-price-prediction-45,0.8283973064792067,0.9248966213422198,0.7086207866668701,0.683083713054657,7.192270278930664,323.32252049446106,4,8128,True,3
160,sajaabdalaal/car-details-v3csv,0.8283973064792067,0.9250683109954352,0.7086207866668701,0.6905463337898254,7.142370700836182,312.9382395744324,4,8128,True,3
161,buseyldrm/telcochurndata,0.8149736875882427,0.8130945963290976,0.45033636689186096,0.4496948719024658,3.6077170372009277,308.4006497859955,3,7043,False,2
162,ritikasaini/telecom-company-churn,0.8149736875882427,0.8131459376203312,0.45033636689186096,0.462724506855011,4.688897609710693,334.93903517723083,3,7043,False,2
163,theworldbank/country-policy-and-institutional-assessment,0.8364109848484849,0.161813446969697,1.1930519342422485,1.386590838432312,0.9573521614074707,323.881395816803,4,96,True,3
164,rifatulislammajumder/computer-usage,0.9489529159829797,0.9501256130007139,0.2609163820743561,2.036447525024414,5.487705945968628,322.05868887901306,4,13500,False,2
165,caiquecassemiro/eletrobras-base-historica,0.452958,0.501236,0.6939782500267029,0.7112661600112915,4.4255969524383545,309.3626751899719,6,3668,False,2
166,gagasrock/car-quality-prediction,0.856029106029106,0.8434730276835539,0.13053569197654724,0.1279178410768509,2.9652929306030273,310.79878664016724,4,12076,False,2
167,nwheeler443/school-smartmeter-data,0.5303030303030303,0.6339712918660287,0.016425499692559242,0.015032765455543995,4.208033561706543,307.2300992012024,49,1256,True,2
168,selvamaniv/wallmartsuperstoredataset,0.7200035934258526,0.7333533759639951,0.8979824781417847,0.9141879081726074,5.3061323165893555,331.2579755783081,3,3203,False,3
169,prasertk/social-media-stock-prices,0.964893125,0.9559849999999999,1.0829907655715942,1.092754602432251,3.985166072845459,332.7863700389862,6,8193,False,5
170,thanish/capped-cricket-players,0.9837210639256909,0.9844009321542688,0.6374658346176147,0.6459001302719116,3.851208209991455,310.2530720233917,10,5943,True,3
