,name,transformer_roc,autogluon_roc,transformer_cross_entropy,autogluon_cross_entropy,transformer_time,autogluon_time,number_of_input_columns,number_of_rows,missingness,number_of_classes
36,ashrafkhan94/mammography-breast-cancer,0.9538382561996525,0.9615779497709682,0.05349423736333847,0.05336380749940872,1.460188865661621,66.16268467903137,6,11182,False,2
37,rhugvedbhojane/fifa-world-cup-2022-players-statistics,0.669607319681888,0.7743676677288475,1.3068264722824097,1.2818925380706787,0.3867783546447754,71.92376518249512,2,814,True,4
38,augustus0498/life-expectancy-who,0.9452973014619488,0.9488606814723501,0.2850777208805084,0.2845722436904907,1.5273056030273438,66.52705478668213,9,2938,True,2
39,codeinstitute/telecom-churn-dataset,0.8149736875882427,0.7947965601334873,0.45033636689186096,0.46352213621139526,1.363133430480957,65.45210480690002,3,7043,False,2
40,jazidesigns/telecom-dataset,0.8149736875882427,0.7980670003850597,0.45033636689186096,0.4605860710144043,1.4670732021331787,67.42584586143494,3,7043,False,2
41,nushkaa/telecom-customer-churn,0.8072776178495062,0.8327855475213637,0.3075012266635895,0.2729668915271759,1.4729642868041992,66.27504420280457,16,3333,False,2
42,hossamahmedaly/patient-priority-classification,0.9260280840856213,0.9954312725929846,1.0262550115585327,0.9198465347290039,1.543104648590088,80.47309970855713,13,6962,True,4
43,ayush12nagar/cars-dekho,0.3894111882384746,0.6279963053077409,0.8183590173721313,0.7493783831596375,1.4881865978240967,76.55219554901123,4,8148,True,3
44,kukuroo3/ecommerce-shipping-data-competition-form,0.5475906149921393,0.5512512457665246,1.0134724378585815,1.0320496559143066,1.4892795085906982,69.74981927871704,5,6598,False,3
45,palashfendarkar/wa-fnusec-telcocustomerchurn,0.8149736875882427,0.7980670003850597,0.45033636689186096,0.4605860710144043,1.4347493648529053,66.19528651237488,3,7043,False,2
46,brijlaldhankour/car-buyers,0.9654905183834153,0.7754955659885238,0.6803493499755859,0.5676639080047607,1.5042555332183838,67.29067993164062,3,6092,False,3
47,toxifarian/tesco-retail-store-clubcard-orders,0.8149736875882427,0.7986728276216146,0.45033636689186096,0.4604935348033905,1.5671114921569824,67.1337525844574,3,7043,False,2
48,shreyashshandilya16/alcohol-available-for-consumption-2022,0.9846523362535057,0.999764290717095,0.6267497539520264,0.5963048934936523,1.5163190364837646,68.40035104751587,3,13565,True,3
49,vishalkasa/churn-prediction,0.8149736875882427,0.797584392247465,0.45033636689186096,0.46318596601486206,1.4730169773101807,68.61523818969727,3,7043,False,2
50,uddhavparab/telecom-company-dataset-logistic-regression,0.8149736875882427,0.7993505326658965,0.45033636689186096,0.45977216958999634,1.4470701217651367,68.3039140701294,3,7042,True,2
51,crawlfeeds/tesco-uk-groceries-dataset,0.6310416666666666,0.611875,0.33017146587371826,0.3119536340236664,0.17560100555419922,66.19759106636047,3,333,True,2
52,akashdeepkuila/automobile-customer,0.5424572080927218,0.5377481965008114,1.7165095806121826,1.7520432472229004,1.4560277462005615,79.38704586029053,3,8068,True,7
53,qusaybtoush1990/business,0.8331135531135532,,0.6822318434715271,,1.4547898769378662,69.50324940681458,3,19093,True,3
54,d4rklucif3r/defaulter,0.9562421622775421,0.94396862242856,0.08814921975135803,0.09426295012235641,1.4811241626739502,66.78162097930908,2,10000,False,2
55,mostafanofal/network-intrusion-detection-dataset-unr-idd,0.916653132212222,0.9669677335232489,1.3339617252349854,1.2967005968093872,0.32933998107910156,70.75194454193115,18,561,False,6
56,engrarri21/human-vital-signs,0.9799374410096802,0.8510050780427305,0.3197244703769684,1.078873872756958,1.3861463069915771,67.06588315963745,4,25493,True,2
57,ayush12nagar/alcohol-available-for-consumption-year-2022,0.9846523362535057,0.999753066465528,0.6267497539520264,0.5938356518745422,1.5657753944396973,69.66161227226257,3,13565,True,3
58,amrboghdady74/superstoreus,0.9309427298297716,0.975241046172187,0.7589789628982544,0.6706870794296265,1.351677656173706,69.93210339546204,4,1952,True,3
59,ahmadalqawasmeh/weather,0.9985759772156354,1.0,0.05393951013684273,0.07363134622573853,1.484149694442749,68.01344275474548,4,5999,False,2
60,junglisher/employees-attrition-analysis,0.8005960784313726,0.8674431372549021,0.34357792139053345,0.3010806441307068,1.5518763065338135,66.54425096511841,15,4410,True,2
61,mrisdal/union-membership-coverage,0.9415653333333335,0.9421586666666667,0.9918807744979858,0.9951976537704468,1.499675989151001,72.79272818565369,5,6732,False,4
62,sudhanshu2198/microcalcification-classification,0.953759279734639,0.9440056863054811,0.053519122302532196,0.05360610410571098,1.5057094097137451,66.9052083492279,6,11183,False,2
63,harishedison/kpmg-customer-demography-cleaned-dataset,0.5010663835078119,0.48007734683783254,1.0673328638076782,1.085183024406433,1.479078769683838,68.50346279144287,4,3908,True,3
64,dpr1988/telecom-churn-dataset,0.8149736875882427,0.7946065973559234,0.45033636689186096,0.4636003375053406,1.3729722499847412,66.5409905910492,3,7043,False,2
65,ryanthomasallen/simulated-data-for-ml-paper,0.5385374902758662,0.5689964693914189,0.09092176705598831,0.12030409276485443,1.545078992843628,78.961252450943,8,34452,False,2
66,akash1vishwakarma/employment-indicators,0.8059923053166296,0.6623085876464255,1.1846975088119507,1.2172136306762695,2.1995861530303955,76.94588875770569,2,22388,True,4
67,priscadaddy/tellebbb,0.8617409012166384,0.8600925781453165,0.47003063559532166,0.5166881084442139,3.7628657817840576,77.54899454116821,11,4708,True,2
68,sonalisingh1411/udemy-courses-dataset,0.5501202697867628,0.4454258948005085,1.2314411401748657,1.386386752128601,2.026952028274536,79.54609799385071,3,3682,False,4
69,chuyuchen/midwest-cities-weather-data-2021,0.9387200170496354,0.9427557277841393,1.5876033306121826,1.6366153955459595,2.5388197898864746,73.75042867660522,7,1825,True,8
70,dev523/ml-marathon-dataset-by-azure-developer-community,0.8341429006556693,0.8419419997114412,0.5164840817451477,0.49297618865966797,2.039644718170166,78.63238573074341,7,8371,False,2
71,himanshu007121/supersamplestore,0.7278124371155315,0.7196235932020115,0.9041051864624023,0.927657425403595,5.5821733474731445,77.65533804893494,3,9994,False,3
72,muhammadshahrayar/transactional-retail-dataset-of-electronics-store,0.5379958302149044,0.6245545101393493,0.748980700969696,0.7375099658966064,0.4314422607421875,82.61904549598694,7,500,True,2
73,saumya5679/super-store-data-analytics,0.7278124371155315,0.7184509975520951,0.9041051864624023,0.9278859496116638,2.3728325366973877,76.23907423019409,3,9994,False,3
74,swaroopvenigalla/digital-media,0.8181523884721673,0.8097460192130543,0.4404582381248474,0.47966331243515015,2.1376307010650635,81.44674038887024,3,4999,False,2
75,kenw40544/rentals-in-a-metropolis-with-a-developed-metro,0.9733258951631232,0.9697307795615611,0.043603502213954926,0.1425512135028839,2.3811702728271484,76.788654088974,4,11128,True,2
76,ujjawalsinghnirwan/hr-works,0.6975323423009467,0.6637500889858206,0.4496399164199829,0.470880389213562,4.377890110015869,77.6841413974762,7,8995,True,2
77,anish9167473766/churndata,0.8085091914681415,0.8332917771682873,0.2955288589000702,0.277854323387146,2.0476343631744385,80.93332958221436,7,3333,False,2
78,perlamurdock7/zipcode,1.0,1.0,0.528715968132019,0.43189963698387146,3.7128939628601074,76.98954486846924,3,52598,False,2
79,sachinmeena04/employment-indicators,0.8059923053166296,0.6731060737817495,1.1846975088119507,1.257240653038025,2.656069278717041,69.9027111530304,2,22388,True,4
80,snassimr/data-for-investing-type-prediction,0.8375701974534785,0.8503788561067281,0.5033043026924133,0.5124916434288025,2.9453823566436768,76.33567023277283,10,4734,False,2
81,joshuastay/ecuador-used-cars-dataset,0.9863329017407566,0.9949647532729105,0.021252624690532684,0.013557896949350834,2.1400489807128906,74.13136625289917,3,9021,True,2
82,anushkajn/disabled-population-in-india,0.7215848791229011,0.7252769152688597,2.162047863006592,2.138462781906128,2.0142691135406494,84.70130252838135,9,4860,False,9
83,saqib9828/software-defects,0.7130242825607064,0.6685588142541785,0.37646663188934326,0.37479808926582336,0.3101484775543213,78.98535633087158,37,344,False,2
84,caojingw/customer-churn,0.7783620826438788,0.7943952066852538,0.3710891604423523,0.34055614471435547,2.3142857551574707,78.076655626297,5,3333,False,2
85,abhijeet0706/cricket-test-match-inningswise-between-19002021,0.7985151695755645,0.7972708470082607,0.9447319507598877,0.9622005224227905,2.3237147331237793,66.56788516044617,3,8291,True,3
86,omkargangan/mumbai-house-rent,0.909301932482884,0.8956279551488574,1.0478310585021973,1.0737348794937134,2.3971900939941406,66.2003984451294,2,15386,True,4
87,ahmedashfaq6777/udemy-courses-dataset,0.6652486083265641,0.6515742456658492,1.272638201713562,1.2964186668395996,1.980015516281128,83.54167437553406,3,3682,False,4
88,rushikeshdane20/nashik-apartment-price-prediction,0.6789836286799958,0.5265101743669874,0.44461414217948914,0.16953814029693604,2.2255043983459473,61.67863178253174,6,5496,True,2
89,karanchetri/ecommerce-data-for-regression,0.7573816318924887,0.7648403217942468,0.8509522080421448,0.8625820279121399,2.579810380935669,75.75426149368286,10,5244,True,2
90,vermakeshav/churn-datacsv,0.8087511230907457,0.7845847773071493,0.45638856291770935,0.4726881980895996,4.017595052719116,61.27584528923035,2,7043,False,2
91,samran98/customer-churn-telco-final,0.8253093231759723,0.7983919771764503,0.43900683522224426,0.46189454197883606,2.5992484092712402,80.395583152771,3,6950,False,2
92,niramay/telecomcustomerchurn,0.8726703569383469,0.8782744798625691,0.27032211422920227,0.2619856595993042,2.1644177436828613,69.7698667049408,6,4250,False,2
93,saeedtqp/divaar,0.7692187108715884,0.7501744237175075,1.3686470985412598,1.3785035610198975,5.918651819229126,72.63111639022827,3,1935,True,6
94,hasi007/airbnb-newyork-dataset,0.7876235093636758,0.6878927361770956,0.7398041486740112,0.7540438771247864,2.197754144668579,94.6654007434845,6,2499,False,3
95,thedevastator/nyc-s-steam-consumption-cost-data-from-2010-2022,1.0,1.0,0.03974565863609314,0.003131305333226919,4.286179304122925,71.80808472633362,5,4949,True,2
96,anujroxx/hr-data,0.6975323423009467,0.6706230301775187,0.4496399164199829,0.4658856689929962,2.226996421813965,73.3955750465393,7,8995,False,2
97,nickprock/customer-segmentation,0.7022386046917893,0.7063942421750049,1.2876874208450317,1.3007192611694336,2.147268295288086,73.28646993637085,3,10695,True,4
98,payalsurve/walamart-data,0.6659547385840904,0.7039532927084501,0.9029394388198853,0.8978564739227295,2.148101806640625,78.66236329078674,3,3203,False,3
99,spaceai/spb-realty-prices,0.7975305208980975,0.7446032606098959,1.3963680267333984,1.3976975679397583,1.9437332153320312,69.90366172790527,4,7672,True,5
100,hrishikeshjadhav/telco-customer-churn-dataset,0.8114542420741881,0.8073264022590169,0.4533125162124634,0.4753834009170532,3.9311399459838867,76.5904552936554,4,7032,False,2
101,cryometa/customer-churn,0.8149736875882427,0.7951046078808882,0.45033636689186096,0.4624485671520233,2.1368136405944824,66.62427520751953,3,7043,False,2
102,mariastellalisa/dataset-customer-churn,0.49706849706849704,0.5158730158730158,0.37794315814971924,0.3593123257160187,0.49161815643310547,73.38332104682922,5,750,False,2
103,utkarshx27/mental-health-care,0.747652389223275,0.7926141468879758,1.32038414478302,1.3031339645385742,2.8161590099334717,69.89606642723083,4,10404,True,4
104,vhcg77/telcom-churns-dataset,0.8149736875882427,0.7993505326658965,0.45033636689186096,0.45977216958999634,2.0611860752105713,71.98870301246643,3,7043,False,2
105,amiribrahimtaj/customer-churn-dataset,0.8114542420741881,0.8050930560903606,0.4533125162124634,0.4551205039024353,1.8952555656433105,78.31192445755005,4,7032,False,2
106,ortizmacleod/employment-rate-canada,0.9956040538209533,0.9556995699373106,0.6316984295845032,0.6753896474838257,1.9020569324493408,79.36204624176025,10,4743,False,3
107,adityabuttan/netflix-userbase-revenue-dashboard,0.4910869996146607,0.511277390585864,1.091823697090149,1.0949070453643799,1.9171504974365234,78.3175802230835,2,2500,False,3
108,italomarcelo/top-cars-sales-20182020-fictitious,0.7779468492790749,0.7811298165539535,2.171665906906128,2.1837518215179443,0.8035092353820801,96.58275580406189,4,1272,False,10
109,anujachintyabiswas/attrition-rate-of-a-company,0.8018823529411765,0.8788235294117647,0.34310728311538696,0.27710989117622375,1.8826982975006104,67.97350430488586,13,4410,True,2
110,antonyroy/firsttry,0.8704606399049046,0.8442679302444211,1.2356051206588745,1.2811082601547241,1.890571117401123,69.73256945610046,9,10692,False,5
111,nazarmahadialseied/superstore-sales,0.7256016859048464,0.7207281260607101,0.9050945043563843,0.9265170097351074,1.937255620956421,74.71397614479065,3,9994,False,3
112,adepvenugopal/telcom-customer-churn,0.8149736875882427,0.7960441535104608,0.45033636689186096,0.4617168605327606,2.0743954181671143,80.45185375213623,3,7043,False,2
113,moe5998/telecom-customer-churn,0.8131433705557695,0.8014221537671673,0.4518100619316101,0.4606502950191498,1.9170138835906982,77.78824996948242,4,7043,True,2
114,ramjasmaurya/world-leaders-and-their-election-wins,0.6628015297219044,0.664813075293169,1.0090100765228271,1.0131566524505615,1.9006576538085938,70.29291820526123,4,4368,True,2
115,plavak10/fpl-player-data-2021,0.6710602839972141,0.6786620642528697,1.276740550994873,1.3375251293182373,0.5009098052978516,68.92518019676208,15,713,False,4
116,deepakkaura/sample-super-store,0.7925260990174373,0.7894390266778525,0.8697017431259155,0.8847532272338867,2.2255759239196777,70.63611698150635,3,9994,False,3
117,abhinayguptaanalyst/telco-customer-analysis,0.8149736875882427,0.7698780644333204,0.45033636689186096,0.6795839667320251,1.7962734699249268,71.05265283584595,3,7043,False,2
118,ankit2104/car-prediction-using-regression,0.8281198057292046,0.9196425530879813,0.7095181345939636,0.6951865553855896,1.9234375953674316,74.67054581642151,3,8128,True,3
119,cherihomaee/mental-health-care-in-the-last-4-weekscsv,0.8730080911527499,0.8740547084573672,1.150158166885376,1.1562607288360596,1.9126412868499756,80.4098334312439,3,8276,True,4
120,rtatman/clap-emoji-in-tweets,0.5297289823008849,0.5442708333333333,0.3506101071834564,0.33832836151123047,1.7269797325134277,71.37187600135803,2,27035,False,2
121,gatunnopvp/ibovespaibov-historical-data-from-1992-to-2019,0.4963137797757907,0.495627328744937,1.6095985174179077,1.61175537109375,1.893805980682373,73.07781958580017,4,6887,False,5
122,geoamins/telco-customer-churn-ibm,0.8726703569383469,0.8708303111280778,0.27032211422920227,0.26267340779304504,1.8557145595550537,69.44637084007263,6,5000,False,2
123,rkkaggle2/nz-alcohol-available-for-consumption-19352019,0.9448751900348192,0.9457031696990503,0.6229358911514282,0.6339795589447021,1.7028107643127441,76.02185559272766,3,10992,True,3
124,priyanshusrivastava8/churncsv,0.8154100885637272,0.7605236811705814,0.45002952218055725,0.4876120090484619,1.615128755569458,63.78376889228821,3,7044,False,2
125,snikhil17/1000-highest-grossing-films-till-2021,0.5094401349071067,0.4909648738059797,1.5501245260238647,1.5691498517990112,0.5509364604949951,79.03815340995789,2,918,True,4
126,studymart/customer-churn-prediction,0.8149736875882427,0.7944731099987165,0.45033636689186096,0.46250173449516296,1.7013576030731201,63.70584750175476,3,7043,False,2
127,yiorgos1973/refreshment-sales,0.7288983696651298,0.7359752792882039,1.5043119192123413,1.5160998106002808,1.7893810272216797,75.65855956077576,2,6300,False,5
128,ganeshkasturi10/regression-analysis-on-life-data,0.9509922889740676,0.9314322219440003,0.23826198279857635,0.2846921682357788,1.8485760688781738,74.16108274459839,20,2938,True,2
129,vikaspericherla/automobile-customer-multiclassification,0.49105938711098435,0.5012598787253851,1.3757683038711548,1.3856045007705688,1.8256113529205322,75.11686539649963,5,10733,True,4
130,faruky/turkish-super-league-matches-19592020,1.0,1.0,0.5538545846939087,0.5514454245567322,1.704780101776123,76.52598404884338,14,18079,False,3
131,arashhadadsoleymani/telecom-dataset,0.8149736875882427,0.7719188807598512,0.45033636689186096,0.4909204840660095,1.7590672969818115,63.004854679107666,3,7043,False,2
132,viteshkhanna/telecom-churn,0.8127634450006418,0.8002156334231805,0.4520261883735657,0.47458410263061523,1.8132133483886719,67.80196833610535,4,7043,False,2
133,kukuroo3/flight-price-predict-competition-format,0.5544475813335609,0.5387549476369167,1.785668969154358,1.7864645719528198,1.740870714187622,75.62120318412781,2,5698,False,6
134,ahmadjaenuddinubp/customer-segmentation-classification,0.6874695720081988,0.6827065594077287,1.2995339632034302,1.3122271299362183,1.9366531372070312,105.44608688354492,3,8068,True,4
135,marcellosusanto/josh-devlin-2018-nba-playoff-shoot,0.504628515505928,0.48877364393319533,0.6939510703086853,0.7489437460899353,1.6672427654266357,73.95216870307922,2,17499,False,2
136,nursyahrina/customer-churn-telco,0.5082940082940084,0.5298155298155298,0.3766973912715912,0.3759131133556366,0.44973039627075195,72.6642107963562,6,750,False,2
137,varshapandey/assignment-data,0.5951142899156918,0.5655676099601333,0.6977495551109314,0.6973122954368591,1.798356533050537,75.83310747146606,7,10362,True,2
138,ravinduabey/davis-data-set,0.95125,0.9533333333333334,0.295667827129364,0.2697000801563263,0.12638354301452637,73.27861404418945,2,200,True,2
139,mydang1306/telco-churn-csv,0.8149736875882427,0.7906635861891926,0.45033636689186096,0.4674012362957001,3.287651777267456,103.74141931533813,3,7043,False,2
140,omarmohamedmohamed/virtual-try-on,0.472918941126246,0.4825492631668297,1.1342334747314453,1.168041467666626,1.7361605167388916,86.6271505355835,2,7166,False,3
141,sana306/car-details,0.8283973064792067,0.8717038424428174,0.7086207866668701,0.7023574709892273,4.11601710319519,101.14543271064758,4,8128,True,3
142,abramrosev/sales-and-shipping-datasetyearwise,0.4912694874702034,0.5008975391574971,1.6081626415252686,1.6093858480453491,1.7967827320098877,70.92625546455383,4,2142,False,5
143,hardik1809/customer-churn-dataset,0.8149736875882427,0.7670132203824926,0.45033636689186096,0.6433956027030945,1.821284294128418,70.2608871459961,3,7043,False,2
144,anshulgoel24/churn-dataset,0.8149736875882427,0.7670132203824926,0.45033636689186096,0.6433956027030945,1.8158020973205566,111.12174987792969,3,7043,False,2
145,trytosnuff/123213,0.8149736875882427,0.8133821075600052,0.45033636689186096,0.44980451464653015,1.814574956893921,67.33602523803711,3,7043,False,2
146,devilslab/walmartcsv,0.7204480178687657,0.7244414572293961,0.8984230160713196,0.9028216004371643,1.880849838256836,64.00021362304688,3,3203,False,3
147,girgismicheal/customerchurndataset,0.8149736875882427,0.7986728276216146,0.45033636689186096,0.4604935348033905,1.6861679553985596,70.93125987052917,3,7043,False,2
148,furqanimam/telecom-churn,0.8149736875882427,0.7979283788987294,0.45033636689186096,0.4622604548931122,1.6862633228302002,70.64683842658997,3,7043,False,2
149,thedevastator/mineral-ores-around-the-world,0.9917887309000248,0.925669050016421,1.194271206855774,1.2058974504470825,1.6961967945098877,80.05824184417725,2,3125,True,6
150,irkaal/japanese-j1-league,1.0,1.0,0.5922273397445679,0.55739825963974,2.1973297595977783,81.0917615890503,3,3213,False,3
151,harshdixitugyik/bankniftytesting,0.9954937044400265,0.9897530641069409,0.6368619799613953,0.6676710247993469,1.927751064300537,74.80836391448975,7,5569,False,3
152,ravichandra498/samplesuperstore,0.7754872307570007,0.7321169026736336,0.8798450827598572,0.9414427876472473,2.1193079948425293,70.81494402885437,4,9994,False,3
153,santhoshrao1995/house-prediction,0.8704606399049046,0.8380267513581249,1.2356051206588745,1.284361481666565,2.143538475036621,73.08748745918274,9,10692,False,5
154,milansingh163/churnpredictiondata,0.8149736875882427,0.7979283788987294,0.45033636689186096,0.4622604548931122,1.9197490215301514,76.88245511054993,3,7043,False,2
155,mariorosales10/usa-carsdatasets,0.6938426523041006,0.7176879680272149,1.0070339441299438,0.9815255403518677,2.013075351715088,65.56904625892639,6,15157,False,3
156,ukveteran/structure-of-demand-for-medical-care,0.7265756396262812,0.7878850285918269,0.4377402663230896,0.3865838348865509,4.681057929992676,67.71270442008972,9,5574,False,2
157,trytosnuff/dataset,0.8149736875882427,0.7960441535104608,0.45033636689186096,0.4617168605327606,1.9590356349945068,69.78103137016296,3,7043,False,2
158,dmitryyemelyanov/riga-real-estate-dataset-cleaned,0.9999857682308962,1.0,0.004015741869807243,0.03661676123738289,1.974374771118164,71.57152056694031,5,4157,False,2
159,kangchul45/car-price-prediction-45,0.8283973064792067,0.9235792529168997,0.7086207866668701,0.6888642907142639,2.0127665996551514,79.69003176689148,4,8128,True,3
160,sajaabdalaal/car-details-v3csv,0.8283973064792067,0.9221670193703226,0.7086207866668701,0.6891677975654602,3.140782594680786,80.57117366790771,4,8128,True,3
161,buseyldrm/telcochurndata,0.8149736875882427,0.7931331022975227,0.45033636689186096,0.46377816796302795,1.9604134559631348,69.61304640769958,3,7043,False,2
162,ritikasaini/telecom-company-churn,0.8149736875882427,0.7986728276216146,0.45033636689186096,0.4604935348033905,1.8440110683441162,73.35364603996277,3,7043,False,2
163,theworldbank/country-policy-and-institutional-assessment,0.8364109848484849,0.15755208333333334,1.1930519342422485,1.386710524559021,1.0909955501556396,70.17437195777893,4,96,True,3
164,rifatulislammajumder/computer-usage,0.9489529159829797,0.9519379629372119,0.2609163820743561,0.20676279067993164,1.8801965713500977,75.30055260658264,4,13500,False,2
165,caiquecassemiro/eletrobras-base-historica,0.452958,0.513628,0.6939782500267029,0.6989178657531738,1.8933861255645752,76.98285245895386,6,3668,False,2
166,gagasrock/car-quality-prediction,0.856029106029106,0.8544424991793413,0.13053569197654724,0.1698600947856903,1.9170629978179932,60.876436948776245,4,12076,False,2
167,nwheeler443/school-smartmeter-data,0.5303030303030303,0.1044657097288676,0.016425499692559242,0.015413577668368816,0.8610551357269287,65.5287230014801,49,1256,True,2
168,selvamaniv/wallmartsuperstoredataset,0.7200035934258526,0.7334459309966338,0.8979824781417847,0.9159044027328491,2.1185190677642822,70.01892375946045,3,3203,False,3
169,prasertk/social-media-stock-prices,0.964893125,0.9696912500000001,1.0829907655715942,1.0558966398239136,1.9054512977600098,69.2112455368042,6,8193,False,5
170,thanish/capped-cricket-players,0.9837210639256909,0.9770004511992051,0.6374658346176147,0.6792737245559692,2.1559133529663086,80.2157142162323,10,5943,True,3
